Task	Typ of Try	FT/ST	Begin launch	Num Try	Num CibleA	Num CibleB	Pos CibleA	Pos CibleB	%RecA_>_B	Target Choice	Good Choice	Reward	Num error	 E0	E10	E20	E30	E100	E40	E15	E25	E35	E45	E55	E105	E115	E200	E250	E251	E252	E253	E254	E255
2	Exec_Auto	0	28212454	0	0	1	1	0	1	A	1	1	0	2287936	0	0	0	0	0	2287942	2288010	2289119	2289585	2289839	2290339	0	2290580	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	1	0	1	0	3	1	A	1	1	0	2287936	0	0	0	0	0	2292581	2292606	2293732	2294251	2294302	2294802	0	2295043	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	2	1	0	2	3	0	B	1	1	0	2287936	0	0	0	0	0	2297046	2297098	2297729	2298176	2298269	2298769	0	2299010	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	3	1	0	1	3	0	B	1	1	0	2287936	0	0	0	0	0	2301011	2301091	2302419	2302790	2302897	2303397	0	2303639	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	4	1	0	2	1	0	B	1	1	0	2287936	0	0	0	0	0	2305640	2305673	2307008	2307367	2307486	2307986	0	2308227	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	5	1	0	1	3	0	B	1	1	0	2287936	0	0	0	0	0	2310227	2310281	2310819	2311167	2311253	2311753	0	2311994	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	6	0	1	1	3	1	A	1	0	0	2287936	0	0	0	0	0	2313995	2314029	2314782	2315155	2315246	2315746	0	2315987	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	7	0	1	2	1	1	A	1	1	0	2287936	0	0	0	0	0	2317987	2318045	2318883	2319321	2319441	2319941	0	2320182	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	8	1	0	1	2	0	B	1	1	0	2287936	0	0	0	0	0	2322183	2322245	2323422	2323807	2323925	2324425	0	2324665	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	9	1	0	3	2	0	B	1	1	0	2287936	0	0	0	0	0	2326665	2326697	2327304	2327707	2327837	2328337	0	2328577	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	10	0	1	1	3	1		0	0	251	2287936	0	0	0	0	0	2330577	2330645	2331754	2332140	2332622	0	0	2336322	0	2333122	0	0	0	0	
2	Exec_Auto	1	28212454	10	0	1	1	3	1	B	0	0	0	2287936	0	0	0	0	0	2338322	2338394	2339503	2340151	2340230	0	2340730	2340971	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	11	0	1	0	1	1	A	1	1	0	2287936	0	0	0	0	0	2342972	2343026	2344152	2344717	2344781	2345281	0	2345522	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	12	1	0	0	1	0	B	1	1	0	2287936	0	0	0	0	0	2347522	2347582	2348213	2348920	2349032	2349532	0	2349772	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	13	0	1	0	3	1	A	1	1	0	2287936	0	0	0	0	0	2351772	2351830	2353158	2353631	2353699	2354199	0	2354439	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	14	1	0	0	2	0	B	1	0	0	2287936	0	0	0	0	0	2356440	2356473	2357808	2358475	2358615	2359115	0	2359356	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	15	0	1	2	0	1	A	1	1	0	2287936	0	0	0	0	0	2361356	2361436	2361974	2362554	2362631	2363131	0	2363372	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	16	1	0	1	0	0	A	0	0	0	2287936	0	0	0	0	0	2365372	2365394	2366147	2366754	2366908	0	2367408	2367649	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	17	1	0	1	3	0	B	1	1	0	2287936	0	0	0	0	0	2369649	2369719	2370557	2371055	2371273	2371773	0	2372013	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	18	0	1	0	3	1	B	0	0	0	2287936	0	0	0	0	0	2374014	2374051	2375228	2375908	2375968	0	2376468	2376709	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	19	1	0	3	0	0	A	0	1	0	2287936	0	0	0	0	0	2378710	2378754	2379361	2380119	2380219	0	2380719	2380959	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	0	1	0	3	2	0	B	1	0	0	2382960	0	0	0	0	0	2383016	2383074	2384411	2384751	2384853	2385353	0	2385595	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	1	0	1	1	0	1	A	1	1	0	2382960	0	0	0	0	0	2387599	2387654	2388835	2389291	2389388	2389888	0	2390129	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	2	0	1	0	2	1	A	1	0	0	2382960	0	0	0	0	0	2392130	2392189	2393282	2393681	2393750	2394250	0	2394490	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	3	0	1	2	1	1	A	1	0	0	2382960	0	0	0	0	0	2396490	2396562	2397729	2398115	2398193	2398693	0	2398935	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	4	0	1	0	1	1	A	1	1	0	2382960	0	0	0	0	0	2400936	2400993	2401525	2401915	2401992	2402492	0	2402733	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	5	1	0	0	1	0	B	1	0	0	2382960	0	0	0	0	0	2404734	2404793	2406019	2406402	2406506	2407006	0	2407246	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	6	1	0	0	1	0	B	1	0	0	2382960	0	0	0	0	0	2409247	2409316	2410240	2410657	2410770	2411270	0	2411511	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	7	0	1	0	2	1	A	1	0	0	2382960	0	0	0	0	0	2413512	2413540	2414263	2414679	2414733	2415233	0	2415473	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	8	0	1	1	2	1	A	1	1	0	2382960	0	0	0	0	0	2417474	2417509	2418694	2419114	2419216	2419716	0	2419957	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	9	0	1	1	3	1	A	1	1	0	2382960	0	0	0	0	0	2421958	2422028	2422702	2423139	2423261	2423761	0	2424001	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	10	1	0	2	0	0	A	0	1	0	2382960	0	0	0	0	0	2426002	2426047	2427384	2427840	2427987	0	2428487	2428729	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	11	1	0	1	3	0	B	1	1	0	2382960	0	0	0	0	0	2430730	2430782	2431963	2432550	2432623	2433123	0	2433365	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	12	1	0	1	0	0	A	0	0	0	2382960	0	0	0	0	0	2435367	2435409	2436502	2437028	2437180	0	2437680	2437921	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	13	1	0	1	2	0	B	1	0	0	2382960	0	0	0	0	0	2439922	2440004	2441171	2441828	2441908	2442408	0	2442649	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	14	0	1	1	0	1	A	1	1	0	2382960	0	0	0	0	0	2444650	2444702	2445234	2445807	2445938	2446438	0	2446679	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	15	1	0	3	1	0	B	1	0	0	2382960	0	0	0	0	0	2448680	2448714	2449940	2450616	2450719	2451219	0	2451459	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	16	0	1	0	3	1	B	0	1	0	2382960	0	0	0	0	0	2453459	2453482	2454406	2455104	2455152	0	2455652	2455893	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	17	0	1	0	2	1	B	0	0	0	2382960	0	0	0	0	0	2457894	2457956	2458679	2459127	2459211	0	2459711	2459951	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	18	1	0	3	1	0	A	0	0	0	2382960	0	0	0	0	0	2461952	2462013	2463198	2463927	2463995	0	2464495	2464736	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	19	1	0	1	3	0	B	1	1	0	2382960	0	0	0	0	0	2466736	2466808	2467482	2468048	2468138	2468638	0	2468879	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	0	0	1	1	3	1	A	1	0	0	2470881	0	0	0	0	0	2470933	2470991	2472126	2472482	2472617	2473117	0	2473358	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	1	0	1	2	0	1	A	1	0	0	2470881	0	0	0	0	0	2475358	2475416	2475924	2476417	2476498	2476998	0	2477239	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	2	1	0	2	0	0	B	1	0	0	2470881	0	0	0	0	0	2479240	2479274	2480510	2480905	2480953	2481453	0	2481693	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	3	1	0	2	1	0	B	1	1	0	2470881	0	0	0	0	0	2483694	2483731	2484782	2485160	2485309	2485809	0	2486050	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	4	1	0	3	0	0	B	1	1	0	2470881	0	0	0	0	0	2488051	2488125	2488893	2489336	2489375	2489875	0	2490116	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	5	1	0	2	1	0	B	1	1	0	2470881	0	0	0	0	0	2492117	2492182	2493513	2493921	2494017	2494517	0	2494758	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	6	0	1	1	2	1	A	1	0	0	2470881	0	0	0	0	0	2496758	2496828	2498233	2498588	2498704	2499204	0	2499446	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	7	0	1	3	0	1	A	1	0	0	2470881	0	0	0	0	0	2501447	2501507	2502910	2503343	2503450	2503950	0	2504190	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	8	1	0	3	0	0	B	1	0	0	2470881	0	0	0	0	0	2506191	2506215	2507077	2507553	2507592	2508092	0	2508332	0	0	0	0	0	0	
2	Exec_Auto	0	28212454	9	1	0	3	2	0	B	1	1	0	2470881	0	0	0	0	0	2510332	2510386	2511617	2512049	2512129	2512629	0	2512870	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	10	1	0	2	1	0	A	0	0	0	2470881	0	0	0	0	0	2514871	2514926	2516061	2516539	2516649	0	2517149	2517389	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	11	0	1	1	2	1	B	0	0	0	2470881	0	0	0	0	0	2519390	2519425	2519933	2520462	2520587	0	2521087	2521327	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	12	1	0	3	0	0	B	1	0	0	2470881	0	0	0	0	0	2523327	2523397	2524633	2525304	2525358	2525858	0	2526098	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	13	1	0	0	3	0	B	1	1	0	2470881	0	0	0	0	0	2528099	2528162	2529213	2529792	2529867	2530367	0	2530608	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	14	0	1	1	0	1	A	1	1	0	2470881	0	0	0	0	0	2532609	2532645	2533413	2533901	2534031	2534531	0	2534771	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	15	1	0	2	1	0	A	0	0	0	2470881	0	0	0	0	0	2536771	2536838	2538169	2538702	2538806	0	2539306	2539546	0	0	0	0	0	0	
2	Exec_Auto	1	28212454	16	0	1	3	2	1	B	0	1	0	2470881	0	0	0	0	0	2541546	2541586	2542991	2543600	2543678	0	2544178	2544419	0	0	0	0	0	0	
