Task	Typ of Try	FT/ST	Begin launch	Num Try	Num CibleA	Num CibleB	Pos CibleA	Pos CibleB	%RecA_>_B	Target Choice	Good Choice	Reward	Num error	 E0	E10	E20	E30	E100	E40	E15	E25	E35	E45	E55	E105	E115	E200	E250	E251	E252	E253	E254	E255
2	Exec_Auto	0	26715527	0	0	1	0	2	1	A	1	1	0	922	0	0	0	0	0	929	985	1847	2292	2645	3145	0	3385	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	1	0	1	3	1	1	A	1	1	0	922	0	0	0	0	0	5386	5427	6614	7039	7424	7924	0	8165	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	2	1	0	0	2	0	B	1	0	0	922	0	0	0	0	0	10166	10223	10882	11285	11729	12229	0	12470	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	3	1	0	2	3	0	B	1	1	0	922	0	0	0	0	0	14470	14539	15504	15939	16290	16790	0	17030	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	4	0	1	1	0	1	A	1	1	0	922	0	0	0	0	0	19031	19259	19836	20246	20575	21075	0	21316	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	5	1	0	3	1	0	B	1	0	0	922	0	0	0	0	0	23317	23381	24017	24455	24777	25277	0	25518	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	6	1	0	2	0	0	B	1	1	0	922	0	0	0	0	0	27519	27574	28588	28974	29334	29834	0	30074	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	7	1	0	3	2	0	B	1	1	0	922	0	0	0	0	0	32076	32120	32942	33325	33950	34450	0	34691	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	8	1	0	2	1	0	B	1	1	0	922	0	0	0	0	0	36692	37190	38230	38722	39045	39545	0	39787	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	9	0	1	0	3	1	A	1	1	0	922	0	0	0	0	0	41787	41857	43351	43749	44051	44551	0	44791	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	10	0	1	1	2	1	B	0	0	0	922	0	0	0	0	0	46791	48580	49442	49924	50225	0	50725	50965	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	11	1	0	3	2	0	B	1	0	0	922	0	0	0	0	0	52965	53035	54222	54678	54913	55413	0	55653	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	12	0	1	0	1	1	B	0	1	0	922	0	0	0	0	0	57653	57711	58370	58895	59237	0	59737	59978	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	13	0	1	0	2	1	A	1	0	0	922	0	0	0	0	0	61979	62022	62987	63417	63769	64269	0	64509	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	14	0	1	0	3	1	A	1	0	0	922	0	0	0	0	0	66510	66577	67154	67949	68341	68841	0	69082	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	15	1	0	1	3	0	A	0	1	0	922	0	0	0	0	0	71083	71122	71758	72388	72690	0	73190	73430	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	16	0	1	3	1	1	B	0	0	0	922	0	0	0	0	0	75430	75481	76495	76918	77268	0	77768	78009	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	17	1	0	0	2	0	A	0	0	0	922	0	0	0	0	0	80011	80049	80871	81263	81626	0	82126	82367	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	18	0	1	1	3	1	B	0	0	0	922	0	0	0	0	0	84368	84443	85483	85978	86318	0	86818	87059	0	0	0	0	0	0	
2	Exec_Auto	1	26715527	19	1	0	1	0	0	A	0	0	0	922	0	0	0	0	0	89059	89106	90600	90919	91393	0	91893	92134	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	0	1	0	2	3	0	B	1	0	0	94135	0	0	0	0	0	94172	94238	95699	96085	96546	97046	0	97286	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	1	1	0	1	2	0	B	1	1	0	94135	0	0	0	0	0	99287	99347	100101	100563	100810	101310	0	101551	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	2	0	1	0	2	1	A	1	0	0	94135	0	0	0	0	0	103551	103589	104295	104726	105043	105543	0	105784	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	3	0	1	2	0	1	A	1	0	0	94135	0	0	0	0	0	107784	107815	108720	109079	109344	109844	0	110085	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	4	0	1	2	1	1	A	1	1	0	94135	0	0	0	0	0	112085	112148	113501	113932	114292	114792	0	115033	0	0	0	0	0	0	
2	Exec_Auto	0	26715527	5	0	1	1	0	1	A	1	1	0	94135	0	0	0	0	0	117034	117091	117910	118329	118680	119180	0	119421	0	0	0	0	0	0	
