Task	Typ of Try	FT/ST	Begin launch	Num Try	Num CibleA	Num CibleB	Pos CibleA	Pos CibleB	%RecA_>_B	Target Choice	Good Choice	Reward	Num error	 E0	E10	E20	E30	E100	E40	E15	E25	E35	E45	E55	E105	E115	E200	E250	E251	E252	E253	E254	E255
2	Exec_Auto	0	25819942	0	1	0	1	0	0	B	1	1	0	7914	0	0	0	0	0	7920	7982	9028	9486	9782	10282	0	10522	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	1	1	0	0	2	0	B	1	1	0	7914	0	0	0	0	0	12524	12568	13946	14386	14614	15114	0	15354	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	2	0	1	2	3	1	A	1	1	0	7914	0	0	0	0	0	17355	17427	18399	18811	19067	19567	0	19807	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	3	1	0	1	0	0	B	1	1	0	7914	0	0	0	0	0	21808	21857	22490	22897	23172	23672	0	23912	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	4	1	0	0	2	0	B	1	1	0	7914	0	0	0	0	0	25913	26008	27100	27515	27895	28395	0	28636	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	5	0	1	2	0	1	A	1	1	0	7914	0	0	0	0	0	30636	30657	31583	31949	32348	32848	0	33089	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	6	0	1	3	1	1	A	1	1	0	7914	0	0	0	0	0	35090	35136	36454	36881	37275	37775	0	38015	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	7	1	0	3	2	0	B	1	0	0	7914	0	0	0	0	0	40016	40047	40621	41036	41890	42390	0	42630	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	8	0	1	2	0	1	A	1	1	0	7914	0	0	0	0	0	44630	44682	45389	45791	46080	46580	0	46820	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	9	1	0	3	2	0	B	1	0	0	7914	0	0	0	0	0	48820	48882	49862	50244	50631	51131	0	51373	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	10	0	1	1	0	1	B	0	1	0	7914	0	0	0	0	0	53374	53425	54471	54929	55257	0	55757	55998	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	11	1	0	2	3	0	A	0	1	0	7914	0	0	0	0	0	57999	58021	59399	59816	60136	0	60636	60877	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	12	1	0	3	0	0	A	0	0	0	7914	0	0	0	0	0	62877	62961	63933	64356	64783	0	65283	65523	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	13	0	1	0	3	1	A	1	1	0	7914	0	0	0	0	0	67523	67583	68216	68798	69206	69706	0	69947	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	14	0	1	1	2	1	A	1	0	0	7914	0	0	0	0	0	71948	72046	73138	73560	74621	75121	0	75361	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	15	1	0	2	1	0	B	1	1	0	7914	0	0	0	0	0	77362	77433	78359	78823	79187	79687	0	79928	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	16	1	0	0	1	0	A	0	1	0	7914	0	0	0	0	0	81929	82005	83323	83720	84054	0	84554	84795	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	17	1	0	1	2	0	A	0	0	0	7914	0	0	0	0	0	86796	86851	87425	87875	88217	0	88717	88958	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	18	0	1	1	3	1	A	1	1	0	7914	0	0	0	0	0	90959	90995	91702	92182	92513	93013	0	93254	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	19	1	0	2	3	0	A	0	0	0	7914	0	0	0	0	0	95255	95309	96289	96780	97104	0	97604	97845	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	0	1	0	3	2	0	B	1	1	0	99846	0	0	0	0	0	99868	99959	100666	101069	101306	101806	0	102047	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	1	1	0	1	3	0	B	1	1	0	99846	0	0	0	0	0	104047	104115	104679	105137	105509	106009	0	106250	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	2	1	0	2	1	0	B	1	1	0	99846	0	0	0	0	0	108250	108274	109126	109576	109913	110413	0	110653	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	3	0	1	0	1	1	A	1	1	0	99846	0	0	0	0	0	112653	112706	113633	114007	114429	114929	0	115169	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	4	1	0	0	3	0	B	1	1	0	99846	0	0	0	0	0	117171	117216	117732	118173	118625	119125	0	119366	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	5	1	0	2	3	0	B	1	1	0	99846	0	0	0	0	0	121366	121387	122640	123106	123477	123977	0	124218	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	6	1	0	3	2	0	B	1	1	0	99846	0	0	0	0	0	126219	126327	126832	127216	127525	128025	0	128266	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	7	0	1	0	3	1	A	1	1	0	99846	0	0	0	0	0	130266	130319	131068	131523	131831	132331	0	132571	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	8	1	0	2	3	0	B	1	1	0	99846	0	0	0	0	0	134572	134648	135160	135599	135992	136492	0	136733	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	9	1	0	0	1	0	B	1	1	0	99846	0	0	0	0	0	138733	138788	139343	139756	140095	140595	0	140836	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	10	1	0	0	2	0	A	0	0	0	99846	0	0	0	0	0	142836	142880	143587	144043	144383	0	144883	145123	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	11	1	0	3	0	0	A	0	0	0	99846	0	0	0	0	0	147123	147157	147721	148317	148600	0	149100	149341	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	12	0	1	3	1	1	B	0	0	0	99846	0	0	0	0	0	151341	151427	152279	152716	153029	0	153529	153771	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	13	0	1	0	2	1	B	0	0	0	99846	0	0	0	0	0	155771	155860	156787	157201	158027	0	158527	158767	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	14	1	0	0	2	0	A	0	0	0	99846	0	0	0	0	0	160768	160805	161321	161785	162097	0	162597	162837	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	15	1	0	1	0	0	A	0	0	0	99846	0	0	0	0	0	164838	164866	166119	166591	167015	0	167515	167756	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	16	0	1	1	2	1	A	1	1	0	99846	0	0	0	0	0	169757	169803	170308	170747	171182	171682	0	171923	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	17	1	0	2	0	0	B	1	1	0	99846	0	0	0	0	0	173923	173960	174709	175181	175507	176007	0	176248	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	18	1	0	0	2	0	A	0	1	0	99846	0	0	0	0	0	178248	178324	178836	179248	179607	0	180107	180348	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	19	1	0	0	2	0	A	0	0	0	99846	0	0	0	0	0	182350	182410	182965	183409	183739	0	184239	184479	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	0	1	0	3	1	0	B	1	1	0	186481	0	0	0	0	0	186500	186591	187577	187985	188696	189196	0	189436	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	1	1	0	3	0	0	B	1	1	0	186481	0	0	0	0	0	191436	191495	192646	193069	193455	193955	0	194195	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	2	0	1	1	3	1	A	1	1	0	186481	0	0	0	0	0	196196	196248	197080	197502	197870	198370	0	198611	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	3	0	1	1	0	1	A	1	0	0	186481	0	0	0	0	0	200612	200649	201970	202354	202711	203211	0	203452	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	4	1	0	0	2	0	B	1	1	0	186481	0	0	0	0	0	205453	205527	206503	206896	207208	207708	0	207948	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	5	0	1	1	0	1	A	1	0	0	186481	0	0	0	0	0	209949	210018	210851	211281	211620	212120	0	212360	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	6	0	1	0	3	1	A	1	1	0	186481	0	0	0	0	0	214360	214399	215052	215454	215738	216238	0	216478	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	7	1	0	3	1	0	B	1	1	0	186481	0	0	0	0	0	218478	218505	219795	220184	220468	220968	0	221208	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	8	0	1	0	3	1	A	1	1	0	186481	0	0	0	0	0	223208	223258	224386	224759	225095	225595	0	225836	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	9	0	1	3	1	1	A	1	1	0	186481	0	0	0	0	0	227837	228348	229597	230014	230332	230832	0	231072	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	10	0	1	2	0	1	B	0	1	0	186481	0	0	0	0	0	233072	233132	234118	234555	234869	0	235369	235609	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	11	0	1	2	1	1	B	0	0	0	186481	0	0	0	0	0	237611	237785	238936	239410	239768	0	240268	240509	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	12	1	0	3	0	0	B	1	1	0	186481	0	0	0	0	0	242509	242583	243415	243848	244178	244678	0	244919	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	13	0	1	2	3	1	A	1	0	0	186481	0	0	0	0	0	246920	246992	248313	248738	249092	249592	0	249833	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	14	1	0	3	1	0	B	1	1	0	186481	0	0	0	0	0	251833	251870	252846	253224	253566	254066	0	254306	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	15	1	0	1	2	0	A	0	0	0	186481	0	0	0	0	0	256306	256368	257201	257666	258007	0	258507	258747	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	16	1	0	3	1	0	B	1	1	0	186481	0	0	0	0	0	260747	260790	261443	261829	262248	262748	0	262988	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	17	0	1	3	1	1	B	0	0	0	186481	0	0	0	0	0	264989	265058	266348	266806	267173	0	267673	267913	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	18	0	1	2	1	1	B	0	0	0	186481	0	0	0	0	0	269914	269986	271114	271514	271883	0	272383	272624	0	0	0	0	0	0	
2	Exec_Auto	1	25819942	19	0	1	3	1	1	B	0	0	0	186481	0	0	0	0	0	274624	274723	275972	276367	276755	0	277255	277496	0	0	0	0	0	0	
2	Exec_Auto	0	25819942	0	0	1	3	0	1	A	1	0	252	279499	0	0	0	0	0	279521	279617	280177	280657	281285	0	0	284491	0	0	281291	0	0	0	
2	Exec_Auto	0	25819942	0	0	1	3	0	1	A	1	1	0	279499	0	0	0	0	0	286491	286543	287103	287572	288339	288839	0	289080	0	0	0	0	0	0	
