Task	Typ of Try	FT/ST	Begin launch	Num Try	Num CibleA	Num CibleB	Pos CibleA	Pos CibleB	RecA__B	Target Choice	Good Choice	Reward	Num error	 E0	E10	E20	E30	E100	E40	E15	E25	E35	E45	E55	E105	E115	E200	E250	E251	E252	E253	E254	E255
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2335969	2336043	2336810	2337381	2337550	0	0	2340878	0	0	2337678	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2342879	2342957	2343724	2344536	2345622	0	0	2349297	0	0	2346097	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	255	1473044	0	0	0	0	0	2351297	2351366	0	0	0	0	0	2353631	0	0	0	0	0	2352131
2	Exec_Auto	1	22129112	19	1	0	1	3	0	B	1	1	0	1473044	0	0	0	0	0	2355632	2355665	2356432	2356919	2357422	2357922	0	2358163	0	0	0	0	0	0
2	Exec_Auto	0	22129112	0	1	0	2	0	0		1	0	255	2360165	0	0	0	0	0	2360181	2360266	0	0	0	0	0	2361902	0	0	0	0	0	2360402
2	Exec_Auto	0	22129112	0	1	0	2	0	0	B	1	0	252	2360165	0	0	0	0	0	2363902	2363975	2364762	2364974	2365224	0	0	2368556	0	0	2365356	0	0	0
2	Exec_Auto	0	22129112	0	1	0	2	0	0	B	1	0	252	2360165	0	0	0	0	0	2370556	2370622	2371409	2371885	2371996	0	0	2375419	0	0	2372219	0	0	0
2	Exec_Auto	0	22129112	0	1	0	2	0	0		0	0	252	2360165	0	0	0	0	0	2377420	2377466	2378253	2378694	2379091	0	0	2382450	0	0	2379250	0	0	0
2	Exec_Auto	0	22129112	0	1	0	2	0	0	B	1	0	252	2360165	0	0	0	0	0	2384450	2384536	2385323	2385802	2385910	0	0	2389352	0	0	2386152	0	0	0
2	Exec_Auto	0	22129112	0	1	0	2	0	0	B	1	1	0	2360165	0	0	0	0	0	2391353	2391424	2392211	2392699	2392854	2393354	0	2393595	0	0	0	0	0	0
2	Exec_Auto	0	22129112	1	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2395596	2395654	2396952	2397362	2397565	0	0	2401191	0	0	2397991	0	0	0
2	Exec_Auto	0	22129112	1	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2403191	2410756	2412054	2412610	2412763	0	0	2415994	0	0	2412794	0	0	0
2	Exec_Auto	0	22129112	1	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2417995	2418023	2419321	2419974	2420023	0	0	2423382	0	0	2420182	0	0	0
2	Exec_Auto	0	22129112	1	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2425382	2425995	0	0	0	0	0	2427525	0	0	0	0	0	2426025
2	Exec_Auto	0	22129112	1	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2429526	2429580	2430878	2431384	2431465	0	0	2434888	0	0	2431688	0	0	0
2	Exec_Auto	0	22129112	1	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2436888	2445980	2447278	2447923	2447955	0	0	2451436	0	0	2448236	0	0	0
2	Exec_Auto	0	22129112	1	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2453436	2453665	0	0	0	0	0	2455322	0	0	0	0	0	2453822
2	Exec_Auto	0	22129112	1	0	1	1	2	1	B	0	0	0	2360165	0	0	0	0	0	2457323	2457395	2458693	2458974	2459593	0	2460093	2460334	0	0	0	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1	A	1	0	252	2360165	0	0	0	0	0	2462334	2462394	2463055	2463965	2464875	0	0	2468202	0	0	2465002	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		1	0	255	2360165	0	0	0	0	0	2470202	2470264	0	0	0	0	0	2472213	0	0	0	0	0	2470713
2	Exec_Auto	0	22129112	2	0	1	3	0	1	A	1	0	252	2360165	0	0	0	0	0	2474213	2474278	2474939	2475747	2477387	0	0	2480626	0	0	2477426	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	252	2360165	0	0	0	0	0	2482626	2482705	2483366	2491446	2491723	0	0	2494989	0	0	2491789	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	255	2360165	0	0	0	0	0	2496989	2497054	0	0	0	0	0	2498609	0	0	0	0	0	2497109
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	252	2360165	0	0	0	0	0	2500609	2500665	2501326	2503730	2503777	0	0	2507002	0	0	2503802	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	255	2360165	0	0	0	0	0	2509002	2512810	0	0	0	0	0	2514609	0	0	0	0	0	2513109
2	Exec_Auto	0	22129112	2	0	1	3	0	1	B	0	0	252	2360165	0	0	0	0	0	2516609	2516679	2517340	2520361	2520411	0	0	2523647	0	0	2520447	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1	A	1	0	252	2360165	0	0	0	0	0	2525648	2525786	2526447	2530106	2532446	0	0	2535660	0	0	2532460	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	252	2360165	0	0	0	0	0	2537660	2537731	2538392	2539708	2539739	0	0	2543068	0	0	2539868	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	255	2360165	0	0	0	0	0	2545069	2545141	0	0	0	0	0	2546667	0	0	0	0	0	2545167
2	Exec_Auto	0	22129112	2	0	1	3	0	1	B	0	0	252	2360165	0	0	0	0	0	2548667	2548733	2549394	2553652	2553916	0	0	2557161	0	0	2553961	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	255	2360165	0	0	0	0	0	2559161	2559246	0	0	0	0	0	2560828	0	0	0	0	0	2559328
2	Exec_Auto	0	22129112	2	0	1	3	0	1	A	1	0	252	2360165	0	0	0	0	0	2562828	2562871	2563532	2564314	2564371	0	0	2567577	0	0	2564377	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		1	0	254	2360165	0	0	0	0	0	2569577	2569607	2570268	0	0	0	0	2583468	0	0	0	0	2580268	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1	A	1	0	252	2360165	0	0	0	0	0	2585468	2585519	2586180	2586681	2586759	0	0	2590421	0	0	2587221	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		1	0	255	2360165	0	0	0	0	0	2592421	2594427	0	0	0	0	0	2595961	0	0	0	0	0	2594461
2	Exec_Auto	0	22129112	2	0	1	3	0	1		1	0	255	2360165	0	0	0	0	0	2597961	2618846	0	0	0	0	0	2620394	0	0	0	0	0	2618894
2	Exec_Auto	0	22129112	2	0	1	3	0	1		1	0	255	2360165	0	0	0	0	0	2622395	2623617	0	0	0	0	0	2625639	0	0	0	0	0	2624139
2	Exec_Auto	0	22129112	2	0	1	3	0	1		1	0	254	2360165	0	0	0	0	0	2627639	2627688	2628349	0	0	0	0	2641549	0	0	0	0	2638349	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		1	0	254	2360165	0	0	0	0	0	2643549	2643579	2644240	0	0	0	0	2657440	0	0	0	0	2654240	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	252	2360165	0	0	0	0	0	2659441	2659483	2660144	2660760	2667934	0	0	2671142	0	0	2667942	0	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	253	2360165	0	0	0	0	0	2673142	2673202	2673863	2680120	0	0	0	2693320	0	0	0	2690120	0	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1		0	0	254	2360165	0	0	0	0	0	2695320	2695388	2696049	0	0	0	0	2709249	0	0	0	0	2706049	0
2	Exec_Auto	0	22129112	2	0	1	3	0	1	B	0	0	0	2360165	0	0	0	0	0	2711250	2711304	2711965	2713210	2714358	0	2714858	2715098	0	0	0	0	0	0
2	Exec_Auto	0	22129112	3	0	1	2	3	1	A	1	1	0	2360165	0	0	0	0	0	2717098	2717128	2718614	2719056	2720063	2720563	0	2720804	0	0	0	0	0	0
2	Exec_Auto	0	22129112	4	0	1	0	3	1	A	1	1	0	2360165	0	0	0	0	0	2722806	2722875	2723894	2724409	2724529	2725029	0	2725270	0	0	0	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2727271	2749763	0	0	0	0	0	2751563	0	0	0	0	0	2750063
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2753564	2753619	0	0	0	0	0	2755250	0	0	0	0	0	2753750
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2757250	2757514	2758589	2758912	2759595	0	0	2762867	0	0	2759667	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2764867	2830906	0	0	0	0	0	2832656	0	0	0	0	0	2831156
2	Exec_Auto	0	22129112	5	0	1	1	2	1	B	0	0	252	2360165	0	0	0	0	0	2834657	2834692	2835767	2836310	2836743	0	0	2840121	0	0	2836921	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2842121	2842151	2843226	2843627	2843745	0	0	2846953	0	0	2843753	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2848953	2849037	2850112	2850569	2852022	0	0	2855552	0	0	2852352	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2857554	2880970	0	0	0	0	0	2882627	0	0	0	0	0	2881127
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	2884628	2918349	2919424	2919971	2920005	0	0	2923244	0	0	2920044	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2925245	2971623	0	0	0	0	0	2973179	0	0	0	0	0	2971679
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2975179	2975227	0	0	0	0	0	2976880	0	0	0	0	0	2975380
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2978880	2993626	0	0	0	0	0	2995160	0	0	0	0	0	2993660
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	2997161	2997212	0	0	0	0	0	2998766	0	0	0	0	0	2997266
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3000766	3000806	0	0	0	0	0	3002908	0	0	0	0	0	3001408
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3004909	3004994	0	0	0	0	0	3006523	0	0	0	0	0	3005023
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3008523	3008569	0	0	0	0	0	3010676	0	0	0	0	0	3009176
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3012677	3013834	0	0	0	0	0	3015377	0	0	0	0	0	3013877
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	3017377	3017440	3018515	3019116	3019165	0	0	3022450	0	0	3019250	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	3024450	3024518	3025593	3026071	3026201	0	0	3029723	0	0	3026523	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3031724	3184388	0	0	0	0	0	3185941	0	0	0	0	0	3184441
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	3187941	3205832	3206907	3207132	3207365	0	0	3210573	0	0	3207373	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3212573	3225206	0	0	0	0	0	3226817	0	0	0	0	0	3225317
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3228818	3230562	0	0	0	0	0	3232092	0	0	0	0	0	3230592
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3234093	3234148	0	0	0	0	0	3235684	0	0	0	0	0	3234184
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3237684	3237745	0	0	0	0	0	3239652	0	0	0	0	0	3238152
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3241652	3243465	0	0	0	0	0	3245002	0	0	0	0	0	3243502
2	Exec_Auto	0	22129112	5	0	1	1	2	1		1	0	255	2360165	0	0	0	0	0	3247003	3247059	0	0	0	0	0	3248655	0	0	0	0	0	3247155
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	3250655	3250713	3251788	3252256	3252378	0	0	3255595	0	0	3252395	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	0	252	2360165	0	0	0	0	0	3257595	3257910	3258985	3259488	3260128	0	0	3263395	0	0	3260195	0	0	0
2	Exec_Auto	0	22129112	5	0	1	1	2	1	A	1	1	0	2360165	0	0	0	0	0	3265395	3265466	3266541	3267129	3267772	3268272	0	3268512	0	0	0	0	0	0
2	Exec_Auto	0	22129112	6	1	0	0	2	0	B	1	0	252	2360165	0	0	0	0	0	3270512	3272872	3273518	3273851	3274200	0	0	3277769	0	0	3274569	0	0	0
2	Exec_Auto	0	22129112	6	1	0	0	2	0	B	1	0	252	2360165	0	0	0	0	0	3279770	3279800	3280446	3280888	3280961	0	0	3284173	0	0	3280973	0	0	0
2	Exec_Auto	0	22129112	6	1	0	0	2	0	B	1	0	0	2360165	0	0	0	0	0	3286173	3286206	3286852	3287229	3287517	3288017	0	3288257	0	0	0	0	0	0
2	Exec_Auto	0	22129112	7	0	1	1	3	1	A	1	0	252	2360165	0	0	0	0	0	3290258	3290303	3291344	3292031	3292237	0	0	3295817	0	0	3292617	0	0	0
2	Exec_Auto	0	22129112	7	0	1	1	3	1		1	0	255	2360165	0	0	0	0	0	3297817	3298794	0	0	0	0	0	3300961	0	0	0	0	0	3299461
2	Exec_Auto	0	22129112	7	0	1	1	3	1		1	0	255	2360165	0	0	0	0	0	3302962	3303022	0	0	0	0	0	3305115	0	0	0	0	0	3303615
2	Exec_Auto	0	22129112	7	0	1	1	3	1	A	1	1	0	2360165	0	0	0	0	0	3307116	3307178	3308219	3308734	3309345	3309845	0	3310085	0	0	0	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	2	0	B	1	0	0	2360165	0	0	0	0	0	3312086	3320764	3322001	3322251	3322740	3323240	0	3323481	0	0	0	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	2360165	0	0	0	0	0	3325481	3325512	3326792	3327925	3328029	0	0	3331489	0	0	3328289	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1		1	0	255	2360165	0	0	0	0	0	3333490	3336977	0	0	0	0	0	3339132	0	0	0	0	0	3337632
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	1	0	2360165	0	0	0	0	0	3341133	3341195	3342475	3343001	3343507	3344007	0	3344247	0	0	0	0	0	0
2	Exec_Auto	1	22129112	10	1	0	0	3	0		1	0	255	2360165	0	0	0	0	0	3346247	3349577	0	0	0	0	0	3351162	0	0	0	0	0	3349662
2	Exec_Auto	1	22129112	10	1	0	0	3	0	B	1	0	252	2360165	0	0	0	0	0	3353163	3353216	3354003	3354920	3355008	0	0	3358232	0	0	3355032	0	0	0
2	Exec_Auto	1	22129112	10	1	0	0	3	0		1	0	255	2360165	0	0	0	0	0	3360233	3360283	0	0	0	0	0	3361931	0	0	0	0	0	3360431
2	Exec_Auto	1	22129112	10	1	0	0	3	0	B	1	0	252	2360165	0	0	0	0	0	3363931	3363992	3364779	3365416	3365557	0	0	3369056	0	0	3365856	0	0	0
2	Exec_Auto	1	22129112	10	1	0	0	3	0	B	1	1	0	2360165	0	0	0	0	0	3371058	3371089	3371876	3373288	3373336	3373836	0	3374077	0	0	0	0	0	0
2	Exec_Auto	1	22129112	11	1	0	1	0	0	A	0	0	252	2360165	0	0	0	0	0	3376077	3376133	3377431	3378460	3380950	0	0	3384256	0	0	3381056	0	0	0
2	Exec_Auto	1	22129112	11	1	0	1	0	0		0	0	255	2360165	0	0	0	0	0	3386257	3387688	0	0	0	0	0	3389988	0	0	0	0	0	3388488
2	Exec_Auto	1	22129112	11	1	0	1	0	0		0	0	255	2360165	0	0	0	0	0	3391988	3392054	0	0	0	0	0	3393623	0	0	0	0	0	3392123
2	Exec_Auto	1	22129112	11	1	0	1	0	0	A	0	0	252	2360165	0	0	0	0	0	3395623	3395650	3396948	3397522	3397618	0	0	3400825	0	0	3397625	0	0	0
2	Exec_Auto	1	22129112	11	1	0	1	0	0	A	0	0	0	2360165	0	0	0	0	0	3402825	3402877	3404175	3404716	3405042	0	3405542	3405783	0	0	0	0	0	0
2	Exec_Auto	1	22129112	12	1	0	1	2	0	B	1	0	252	2360165	0	0	0	0	0	3407783	3409823	3410484	3410520	3411333	0	0	3414637	0	0	3411437	0	0	0
2	Exec_Auto	1	22129112	12	1	0	1	2	0	B	1	0	252	2360165	0	0	0	0	0	3416637	3416689	3417350	3417912	3418188	0	0	3421415	0	0	3418215	0	0	0
2	Exec_Auto	1	22129112	12	1	0	1	2	0	B	1	1	0	2360165	0	0	0	0	0	3423416	3423455	3424116	3424598	3426226	3426726	0	3426967	0	0	0	0	0	0
2	Exec_Auto	1	22129112	13	1	0	3	0	0	B	1	0	252	2360165	0	0	0	0	0	3428967	3429033	3430519	3431180	3431506	0	0	3434918	0	0	3431718	0	0	0
2	Exec_Auto	1	22129112	13	1	0	3	0	0	A	0	0	252	2360165	0	0	0	0	0	3436919	3436977	3438463	3439286	3440048	0	0	3443276	0	0	3440076	0	0	0
2	Exec_Auto	1	22129112	13	1	0	3	0	0	A	0	0	252	2360165	0	0	0	0	0	3445276	3445331	3446817	3449599	3449709	0	0	3453346	0	0	3450146	0	0	0
2	Exec_Auto	1	22129112	13	1	0	3	0	0	B	1	0	252	2360165	0	0	0	0	0	3455347	3455403	3456889	3457425	3457554	0	0	3460793	0	0	3457593	0	0	0
2	Exec_Auto	1	22129112	13	1	0	3	0	0	B	1	0	252	2360165	0	0	0	0	0	3462794	3462821	3464307	3465512	3467720	0	0	3470966	0	0	3467766	0	0	0
2	Exec_Auto	1	22129112	13	1	0	3	0	0	B	1	1	0	2360165	0	0	0	0	0	3472966	3473330	3474816	3476326	3478232	3478732	0	3478972	0	0	0	0	0	0
2	Exec_Auto	1	22129112	14	0	1	0	1	0	B	1	0	252	2360165	0	0	0	0	0	3480972	3481042	3482061	3482724	3482874	0	0	3486437	0	0	3483237	0	0	0
2	Exec_Auto	1	22129112	14	0	1	0	1	0		1	0	255	2360165	0	0	0	0	0	3488437	3488510	0	0	0	0	0	3490701	0	0	0	0	0	3489201
2	Exec_Auto	1	22129112	14	0	1	0	1	0	B	1	0	252	2360165	0	0	0	0	0	3492701	3492766	3493785	3494363	3495441	0	0	3498688	0	0	3495488	0	0	0
2	Exec_Auto	1	22129112	14	0	1	0	1	0	B	1	0	0	2360165	0	0	0	0	0	3500690	3500747	3501766	3502237	3502517	3503017	0	3503258	0	0	0	0	0	0
2	Exec_Auto	1	22129112	15	0	1	1	3	0		1	0	255	2360165	0	0	0	0	0	3505259	3507249	0	0	0	0	0	3509226	0	0	0	0	0	3507726
2	Exec_Auto	1	22129112	15	0	1	1	3	0	A	0	0	252	2360165	0	0	0	0	0	3511226	3511283	3512358	3512856	3513482	0	0	3516853	0	0	3513653	0	0	0
2	Exec_Auto	1	22129112	15	0	1	1	3	0	A	0	0	0	2360165	0	0	0	0	0	3518853	3518924	3519999	3520555	3520823	0	3521323	3521564	0	0	0	0	0	0
2	Exec_Auto	1	22129112	16	1	0	2	1	0	A	0	0	0	2360165	0	0	0	0	0	3523565	3525475	3526121	3526543	3526982	0	3527482	3527723	0	0	0	0	0	0
2	Exec_Auto	1	22129112	17	1	0	1	0	0	A	0	0	252	2360165	0	0	0	0	0	3529724	3529789	3530830	3531543	3532208	0	0	3535447	0	0	3532247	0	0	0
2	Exec_Auto	1	22129112	17	1	0	1	0	0	A	0	1	0	2360165	0	0	0	0	0	3537447	3537484	3538525	3538996	3539252	0	3539752	3539993	0	0	0	0	0	0
2	Exec_Auto	1	22129112	18	1	0	1	3	0		0	0	255	2360165	0	0	0	0	0	3541994	3544748	0	0	0	0	0	3546547	0	0	0	0	0	3545047
2	Exec_Auto	1	22129112	18	1	0	1	3	0	A	0	0	252	2360165	0	0	0	0	0	3548547	3548606	3549843	3550424	3550573	0	0	3553783	0	0	3550583	0	0	0
2	Exec_Auto	1	22129112	18	1	0	1	3	0	A	0	1	0	2360165	0	0	0	0	0	3555783	3555821	3557058	3557684	3557858	0	3558358	3558599	0	0	0	0	0	0
2	Exec_Auto	1	22129112	19	0	1	2	0	0		0	0	252	2360165	0	0	0	0	0	3560599	3564580	3565860	3566389	3566507	0	0	3569714	0	0	3566514	0	0	0
2	Exec_Auto	1	22129112	19	0	1	2	0	0	A	0	0	252	2360165	0	0	0	0	0	3571714	3571731	3573011	3573471	3573902	0	0	3577206	0	0	3574006	0	0	0
2	Exec_Auto	1	22129112	19	0	1	2	0	0	A	0	0	0	2360165	0	0	0	0	0	3579206	3579271	3580551	3581048	3581578	0	3582078	3582318	0	0	0	0	0	0
2	Exec_Auto	0	22129112	0	1	0	0	2	0	B	1	1	0	3584319	0	0	0	0	0	3584374	3584433	3585159	3585760	3586157	3586657	0	3586899	0	0	0	0	0	0
2	Exec_Auto	0	22129112	1	1	0	3	1	0	B	1	0	252	3584319	0	0	0	0	0	3588899	3588957	3590217	3590612	3590766	0	0	3593987	0	0	3590787	0	0	0
2	Exec_Auto	0	22129112	1	1	0	3	1	0	B	1	0	0	3584319	0	0	0	0	0	3595987	3598787	3600047	3600468	3601435	3601935	0	3602175	0	0	0	0	0	0
