Task	Typ of Try	FT/ST	Begin launch	Num Try	Num CibleA	Num CibleB	Pos CibleA	Pos CibleB	RecA__B	Target Choice	Good Choice	Reward	Num error	 E0	E10	E20	E30	E100	E40	E15	E25	E35	E45	E55	E105	E115	E200	E250	E251	E252	E253	E254	E255
2	Exec_Auto	0	22129112	7	0	1	1	0	1	A	1	1	0	1015944	0	0	0	0	0	1093867	1094070	1094644	1095094	1095365	1095865	0	1096105	0	0	0	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0		0	0	251	1015944	0	0	0	0	0	1098105	1098160	1098973	1099525	1106785	0	0	1110485	0	1107285	0	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0	B	1	0	252	1015944	0	0	0	0	0	1112485	1112544	1113357	1115701	1116026	0	0	1119454	0	0	1116254	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0		1	0	254	1015944	0	0	0	0	0	1121455	1121529	1122342	0	0	0	0	1135542	0	0	0	0	1132342	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0		1	0	255	1015944	0	0	0	0	0	1137543	1137558	0	0	0	0	0	1139161	0	0	0	0	0	1137661
2	Exec_Auto	0	22129112	8	1	0	1	3	0	B	1	0	252	1015944	0	0	0	0	0	1141161	1141236	1142049	1142540	1142957	0	0	1146342	0	0	1143142	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0		0	0	252	1015944	0	0	0	0	0	1148343	1148414	1149227	1150570	1151608	0	0	1155218	0	0	1152018	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0	B	1	0	252	1015944	0	0	0	0	0	1157218	1157245	1158058	1159532	1160023	0	0	1163682	0	0	1160482	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0	B	1	0	252	1015944	0	0	0	0	0	1165683	1165756	1166569	1167173	1167733	0	0	1171174	0	0	1167974	0	0	0
2	Exec_Auto	0	22129112	8	1	0	1	3	0	B	1	1	0	1015944	0	0	0	0	0	1173174	1173244	1174057	1176221	1177132	1177632	0	1177874	0	0	0	0	0	0
2	Exec_Auto	0	22129112	9	1	0	1	2	0	B	1	1	0	1015944	0	0	0	0	0	1179875	1179938	1180547	1181037	1181520	1182020	0	1182260	0	0	0	0	0	0
2	Exec_Auto	1	22129112	10	0	1	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1184260	1184304	1185604	1186335	1187123	0	0	1190814	0	0	1187614	0	0	0
2	Exec_Auto	1	22129112	10	0	1	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1192814	1192893	1194193	1194803	1194960	0	0	1198333	0	0	1195133	0	0	0
2	Exec_Auto	1	22129112	10	0	1	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1200334	1200395	1201695	1201917	1202506	0	0	1205718	0	0	1202518	0	0	0
2	Exec_Auto	1	22129112	10	0	1	0	2	0	B	1	0	0	1015944	0	0	0	0	0	1207718	1207772	1209072	1209725	1210477	1210977	0	1211217	0	0	0	0	0	0
2	Exec_Auto	1	22129112	11	1	0	1	3	0	A	0	0	0	1015944	0	0	0	0	0	1213218	1213289	1213996	1214975	1215207	0	1215707	1215948	0	0	0	0	0	0
2	Exec_Auto	1	22129112	12	1	0	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1217948	1223473	1224127	1224638	1225229	0	0	1228798	0	0	1225598	0	0	0
2	Exec_Auto	1	22129112	12	1	0	0	2	0	B	1	0	0	1015944	0	0	0	0	0	1230799	1230867	1231521	1232181	1232574	1233074	0	1233315	0	0	0	0	0	0
2	Exec_Auto	1	22129112	13	1	0	1	2	0		1	0	255	1015944	0	0	0	0	0	1235315	1235377	0	0	0	0	0	1237468	0	0	0	0	0	1235968
2	Exec_Auto	1	22129112	13	1	0	1	2	0		1	0	255	1015944	0	0	0	0	0	1239468	1239544	0	0	0	0	0	1241111	0	0	0	0	0	1239611
2	Exec_Auto	1	22129112	13	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1243111	1243194	1244068	1244799	1244987	0	0	1248316	0	0	1245116	0	0	0
2	Exec_Auto	1	22129112	13	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1250316	1250396	1251270	1251987	1252170	0	0	1255477	0	0	1252277	0	0	0
2	Exec_Auto	1	22129112	13	1	0	1	2	0	B	1	1	0	1015944	0	0	0	0	0	1257478	1257540	1258414	1259064	1259967	1260467	0	1260707	0	0	0	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1262707	1262749	1263251	1263366	1265271	0	0	1268913	0	0	1265713	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1270915	1270996	1271498	1272083	1272301	0	0	1275542	0	0	1272342	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1277543	1277596	1278098	1278729	1279617	0	0	1283251	0	0	1280051	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1285251	1285325	1285827	1286301	1286586	0	0	1289968	0	0	1286768	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1291969	1292024	1292526	1293224	1293388	0	0	1296634	0	0	1293434	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1298635	1298687	1299189	1299932	1300159	0	0	1303573	0	0	1300373	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	252	1015944	0	0	0	0	0	1305573	1305610	1306112	1306209	1306734	0	0	1310142	0	0	1306942	0	0	0
2	Exec_Auto	1	22129112	14	1	0	1	2	0	B	1	0	0	1015944	0	0	0	0	0	1312143	1312205	1312707	1313182	1313419	1313919	0	1314160	0	0	0	0	0	0
2	Exec_Auto	1	22129112	15	0	1	3	1	0		1	0	255	1015944	0	0	0	0	0	1316160	1316232	0	0	0	0	0	1317849	0	0	0	0	0	1316349
2	Exec_Auto	1	22129112	15	0	1	3	1	0		1	0	255	1015944	0	0	0	0	0	1319850	1319930	0	0	0	0	0	1322291	0	0	0	0	0	1320791
2	Exec_Auto	1	22129112	15	0	1	3	1	0	B	1	0	252	1015944	0	0	0	0	0	1324292	1324344	1325343	1327053	1327675	0	0	1330924	0	0	1327724	0	0	0
2	Exec_Auto	1	22129112	15	0	1	3	1	0	B	1	0	252	1015944	0	0	0	0	0	1332924	1332955	1333954	1334701	1334853	0	0	1338125	0	0	1334925	0	0	0
2	Exec_Auto	1	22129112	15	0	1	3	1	0		1	0	255	1015944	0	0	0	0	0	1340126	1350342	0	0	0	0	0	1352177	0	0	0	0	0	1350677
2	Exec_Auto	1	22129112	15	0	1	3	1	0	B	1	1	0	1015944	0	0	0	0	0	1354177	1354249	1355248	1356663	1356903	1357403	0	1357643	0	0	0	0	0	0
2	Exec_Auto	1	22129112	16	0	1	2	0	0	A	0	1	0	1015944	0	0	0	0	0	1359644	1359699	1360317	1360374	1361563	0	1362063	1362304	0	0	0	0	0	0
2	Exec_Auto	1	22129112	17	0	1	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1364306	1364356	1364930	1365656	1365938	0	0	1369173	0	0	1365973	0	0	0
2	Exec_Auto	1	22129112	17	0	1	0	2	0	B	1	1	0	1015944	0	0	0	0	0	1371174	1371198	1371772	1372031	1372824	1373324	0	1373564	0	0	0	0	0	0
2	Exec_Auto	1	22129112	18	1	0	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1375564	1375635	1376448	1377190	1377810	0	0	1381106	0	0	1377906	0	0	0
2	Exec_Auto	1	22129112	18	1	0	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1383107	1383122	1383935	1386555	1388043	0	0	1391640	0	0	1388440	0	0	0
2	Exec_Auto	1	22129112	18	1	0	0	2	0	B	1	0	252	1015944	0	0	0	0	0	1393641	1393697	1394510	1395529	1396252	0	0	1399780	0	0	1396580	0	0	0
2	Exec_Auto	1	22129112	18	1	0	0	2	0	A	0	0	0	1015944	0	0	0	0	0	1401780	1401850	1402663	1404170	1404459	0	1404959	1405203	0	0	0	0	0	0
2	Exec_Auto	1	22129112	19	0	1	1	0	0	A	0	0	252	1015944	0	0	0	0	0	1407203	1407235	1407844	1408470	1408654	0	0	1411998	0	0	1408798	0	0	0
2	Exec_Auto	1	22129112	19	0	1	1	0	0	A	0	0	252	1015944	0	0	0	0	0	1413999	1414062	1414671	1415606	1417377	0	0	1420582	0	0	1417382	0	0	0
2	Exec_Auto	1	22129112	19	0	1	1	0	0	A	0	0	252	1015944	0	0	0	0	0	1422583	1422616	1423225	1424185	1424406	0	0	1427700	0	0	1424500	0	0	0
2	Exec_Auto	1	22129112	19	0	1	1	0	0	A	0	0	252	1015944	0	0	0	0	0	1429700	1429776	1430385	1431102	1432672	0	0	1436328	0	0	1433128	0	0	0
2	Exec_Auto	1	22129112	19	0	1	1	0	0	A	0	0	252	1015944	0	0	0	0	0	1438328	1438363	1438972	1439709	1441306	0	0	1444611	0	0	1441411	0	0	0
2	Exec_Auto	1	22129112	19	0	1	1	0	0		0	0	254	1015944	0	0	0	0	0	1446612	1446679	1447288	0	0	0	0	1460488	0	0	0	0	1457288	0
2	Exec_Auto	1	22129112	19	0	1	1	0	0		0	0	255	1015944	0	0	0	0	0	1462489	1462560	0	0	0	0	0	1464191	0	0	0	0	0	1462691
2	Exec_Auto	1	22129112	19	0	1	1	0	0	A	0	0	0	1015944	0	0	0	0	0	1466193	1466256	1466865	1468691	1470301	0	1470801	1471042	0	0	0	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1473102	1473172	1474434	1474875	1475505	0	0	1478731	0	0	1475531	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1480732	1480786	1482048	1482473	1483085	0	0	1486507	0	0	1483307	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1488507	1488571	1489833	1490355	1490703	0	0	1494246	0	0	1491046	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1496247	1496275	1497537	1498085	1498242	0	0	1501488	0	0	1498288	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1503489	1503510	1504772	1505368	1505631	0	0	1509196	0	0	1505996	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1511197	1511234	1512497	1512958	1513226	0	0	1516500	0	0	1513300	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1		1	0	255	1473044	0	0	0	0	0	1518500	1518521	0	0	0	0	0	1520269	0	0	0	0	0	1518769
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1522269	1522387	1523649	1524135	1524790	0	0	1528309	0	0	1525109	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1530310	1530383	1531645	1532069	1532294	0	0	1535822	0	0	1532622	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1537822	1537891	1539153	1539771	1539976	0	0	1543251	0	0	1540051	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1545251	1545324	1546586	1547222	1547771	0	0	1551021	0	0	1547821	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1553022	1553075	1554337	1554910	1555085	0	0	1558375	0	0	1555175	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1560376	1560404	1561666	1562341	1562634	0	0	1565864	0	0	1562664	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	0	252	1473044	0	0	0	0	0	1567865	1567932	1569194	1569804	1570417	0	0	1573698	0	0	1570498	0	0	0
2	Exec_Auto	0	22129112	0	0	1	2	1	1	A	1	1	0	1473044	0	0	0	0	0	1575699	1575765	1577027	1577542	1578093	1578593	0	1578833	0	0	0	0	0	0
2	Exec_Auto	0	22129112	1	1	0	1	0	0	B	1	0	252	1473044	0	0	0	0	0	1580834	1580910	1582131	1582831	1582966	0	0	1586193	0	0	1582993	0	0	0
2	Exec_Auto	0	22129112	1	1	0	1	0	0		0	0	251	1473044	0	0	0	0	0	1588194	1588292	1589513	1590391	1591558	0	0	1595258	0	1592058	0	0	0	0
2	Exec_Auto	0	22129112	1	1	0	1	0	0	B	1	0	252	1473044	0	0	0	0	0	1597258	1597327	1598548	1599068	1599180	0	0	1602850	0	0	1599650	0	0	0
2	Exec_Auto	0	22129112	1	1	0	1	0	0	B	1	0	252	1473044	0	0	0	0	0	1604851	1604926	1606147	1606758	1606860	0	0	1610476	0	0	1607276	0	0	0
2	Exec_Auto	0	22129112	1	1	0	1	0	0	B	1	0	252	1473044	0	0	0	0	0	1612477	1612542	1613763	1614311	1614661	0	0	1617958	0	0	1614758	0	0	0
2	Exec_Auto	0	22129112	1	1	0	1	0	0	B	1	1	0	1473044	0	0	0	0	0	1619959	1620026	1621247	1621841	1622003	1622503	0	1622743	0	0	0	0	0	0
2	Exec_Auto	0	22129112	2	1	0	2	0	0	B	1	1	0	1473044	0	0	0	0	0	1624744	1624809	1626004	1626775	1626941	1627441	0	1627681	0	0	0	0	0	0
2	Exec_Auto	0	22129112	3	0	1	1	0	1		1	0	255	1473044	0	0	0	0	0	1629682	1629739	0	0	0	0	0	1631473	0	0	0	0	0	1629973
2	Exec_Auto	0	22129112	3	0	1	1	0	1	A	1	0	252	1473044	0	0	0	0	0	1633474	1633546	1634266	1634553	1635000	0	0	1638267	0	0	1635067	0	0	0
2	Exec_Auto	0	22129112	3	0	1	1	0	1	A	1	1	0	1473044	0	0	0	0	0	1640267	1640330	1641050	1641848	1645168	1645668	0	1645908	0	0	0	0	0	0
2	Exec_Auto	0	22129112	4	1	0	1	3	0	B	1	0	0	1473044	0	0	0	0	0	1647909	1647981	1648506	1649499	1652511	1653011	0	1653252	0	0	0	0	0	0
2	Exec_Auto	0	22129112	5	1	0	2	0	0	B	1	0	252	1473044	0	0	0	0	0	1655253	1655311	1656625	1657185	1657335	0	0	1660867	0	0	1657667	0	0	0
2	Exec_Auto	0	22129112	5	1	0	2	0	0	B	1	1	0	1473044	0	0	0	0	0	1662867	1662943	1664257	1664865	1665172	1665672	0	1665913	0	0	0	0	0	0
2	Exec_Auto	0	22129112	6	0	1	0	1	1		1	0	255	1473044	0	0	0	0	0	1667914	1667965	0	0	0	0	0	1669708	0	0	0	0	0	1668208
2	Exec_Auto	0	22129112	6	0	1	0	1	1	A	1	1	0	1473044	0	0	0	0	0	1671709	1671771	1672993	1673666	1673804	1674304	0	1674546	0	0	0	0	0	0
2	Exec_Auto	0	22129112	7	0	1	0	2	1	A	1	0	0	1473044	0	0	0	0	0	1676547	1676596	1677335	1677834	1677911	1678411	0	1678652	0	0	0	0	0	0
2	Exec_Auto	0	22129112	8	0	1	0	3	1	A	1	0	252	1473044	0	0	0	0	0	1680653	1680714	1681699	1682266	1682314	0	0	1685521	0	0	1682321	0	0	0
2	Exec_Auto	0	22129112	8	0	1	0	3	1		1	0	254	1473044	0	0	0	0	0	1687522	1687589	1688574	0	0	0	0	1701774	0	0	0	0	1698574	0
2	Exec_Auto	0	22129112	8	0	1	0	3	1	A	1	1	0	1473044	0	0	0	0	0	1703774	1703808	1704793	1705441	1705577	1706077	0	1706317	0	0	0	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	1473044	0	0	0	0	0	1708317	1708378	1709145	1709615	1709778	0	0	1713014	0	0	1709814	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	1473044	0	0	0	0	0	1715015	1715085	1715852	1716478	1717101	0	0	1720669	0	0	1717469	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	1473044	0	0	0	0	0	1722670	1722731	1723498	1724007	1724140	0	0	1727529	0	0	1724329	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	1473044	0	0	0	0	0	1729531	1729600	1730367	1731116	1732134	0	0	1735595	0	0	1732395	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	1473044	0	0	0	0	0	1737595	1737654	1738421	1738987	1739192	0	0	1742423	0	0	1739223	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	1473044	0	0	0	0	0	1744423	1744492	1745259	1745987	1746514	0	0	1750021	0	0	1746821	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1		1	0	255	1473044	0	0	0	0	0	1752022	1752086	0	0	0	0	0	1753992	0	0	0	0	0	1752492
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	252	1473044	0	0	0	0	0	1755993	1756058	1756825	1757386	1757553	0	0	1761100	0	0	1757900	0	0	0
2	Exec_Auto	0	22129112	9	0	1	1	3	1	A	1	0	0	1473044	0	0	0	0	0	1763100	1763168	1763935	1764751	1765526	1766026	0	1766267	0	0	0	0	0	0
2	Exec_Auto	1	22129112	10	0	1	3	2	0	B	1	0	0	1473044	0	0	0	0	0	1768268	1768311	1769573	1770536	1771586	1772086	0	1772326	0	0	0	0	0	0
2	Exec_Auto	1	22129112	11	0	1	0	3	0	B	1	0	252	1473044	0	0	0	0	0	1774327	1774363	1775584	1776709	1778183	0	0	1781721	0	0	1778521	0	0	0
2	Exec_Auto	1	22129112	11	0	1	0	3	0	A	0	0	252	1473044	0	0	0	0	0	1783722	1783787	1785008	1785518	1786152	0	0	1789421	0	0	1786221	0	0	0
2	Exec_Auto	1	22129112	11	0	1	0	3	0	A	0	0	0	1473044	0	0	0	0	0	1791422	1791484	1792705	1793722	1794136	0	1794636	1794877	0	0	0	0	0	0
2	Exec_Auto	1	22129112	12	0	1	0	3	0	A	0	0	0	1473044	0	0	0	0	0	1796878	1796948	1798143	1798858	1798987	0	1799487	1799727	0	0	0	0	0	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	255	1473044	0	0	0	0	0	1801727	1801811	0	0	0	0	0	1803566	0	0	0	0	0	1802066
2	Exec_Auto	1	22129112	13	0	1	3	0	0	B	1	0	252	1473044	0	0	0	0	0	1805567	1805620	1806340	1807200	1807522	0	0	1810758	0	0	1807558	0	0	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	252	1473044	0	0	0	0	0	1812759	1812826	1813546	1817716	1825834	0	0	1829088	0	0	1825888	0	0	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1831089	1831161	1831881	0	0	0	0	1845081	0	0	0	0	1841881	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1847081	1847143	1847863	0	0	0	0	1861063	0	0	0	0	1857863	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1863063	1863129	1863849	0	0	0	0	1877049	0	0	0	0	1873849	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1879049	1879121	1879841	0	0	0	0	1893041	0	0	0	0	1889841	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1895041	1895115	1895835	0	0	0	0	1909035	0	0	0	0	1905835	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1911035	1911100	1911820	0	0	0	0	1925020	0	0	0	0	1921820	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1927020	1927040	1927760	0	0	0	0	1940960	0	0	0	0	1937760	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1942960	1943028	1943748	0	0	0	0	1956948	0	0	0	0	1953748	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1958949	1958977	1959697	0	0	0	0	1972897	0	0	0	0	1969697	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1974898	1974969	1975689	0	0	0	0	1988889	0	0	0	0	1985689	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	1990889	1990918	1991638	0	0	0	0	2004838	0	0	0	0	2001638	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	253	1473044	0	0	0	0	0	2006838	2006894	2007614	2011413	0	0	0	2024613	0	0	0	2021413	0	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0		0	0	254	1473044	0	0	0	0	0	2026614	2026680	2027400	0	0	0	0	2040600	0	0	0	0	2037400	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0	A	0	0	252	1473044	0	0	0	0	0	2042601	2042659	2043379	2044059	2045830	0	0	2049170	0	0	2045970	0	0	0
2	Exec_Auto	1	22129112	13	0	1	3	0	0	B	1	1	0	1473044	0	0	0	0	0	2051171	2051209	2051929	2053185	2053358	2053858	0	2054099	0	0	0	0	0	0
2	Exec_Auto	1	22129112	14	0	1	3	0	0	B	1	0	0	1473044	0	0	0	0	0	2056100	2056152	2056677	2057533	2057706	2058206	0	2058446	0	0	0	0	0	0
2	Exec_Auto	1	22129112	15	1	0	2	1	0	A	0	0	252	1473044	0	0	0	0	0	2060446	2060510	2061824	2062429	2062706	0	0	2066117	0	0	2062917	0	0	0
2	Exec_Auto	1	22129112	15	1	0	2	1	0	A	0	0	252	1473044	0	0	0	0	0	2068118	2068184	2069498	2069973	2070541	0	0	2073891	0	0	2070691	0	0	0
2	Exec_Auto	1	22129112	15	1	0	2	1	0	A	0	0	252	1473044	0	0	0	0	0	2075893	2075959	2077273	2077592	2078070	0	0	2081537	0	0	2078337	0	0	0
2	Exec_Auto	1	22129112	15	1	0	2	1	0	A	0	0	252	1473044	0	0	0	0	0	2083538	2083558	2084872	2085395	2086088	0	0	2089506	0	0	2086306	0	0	0
2	Exec_Auto	1	22129112	15	1	0	2	1	0		0	0	255	1473044	0	0	0	0	0	2091508	2091571	0	0	0	0	0	2093269	0	0	0	0	0	2091769
2	Exec_Auto	1	22129112	15	1	0	2	1	0	A	0	0	252	1473044	0	0	0	0	0	2095270	2095345	2096659	2097199	2097497	0	0	2100850	0	0	2097650	0	0	0
2	Exec_Auto	1	22129112	15	1	0	2	1	0	A	0	0	0	1473044	0	0	0	0	0	2102850	2102906	2104220	2105106	2105758	0	2106258	2106499	0	0	0	0	0	0
2	Exec_Auto	1	22129112	16	0	1	2	3	0	A	0	0	252	1473044	0	0	0	0	0	2108500	2108551	2109773	2110476	2110864	0	0	2114271	0	0	2111071	0	0	0
2	Exec_Auto	1	22129112	16	0	1	2	3	0	A	0	0	0	1473044	0	0	0	0	0	2116274	2116318	2117540	2118119	2118622	0	2119122	2119363	0	0	0	0	0	0
2	Exec_Auto	1	22129112	17	0	1	2	1	0	A	0	0	252	1473044	0	0	0	0	0	2121364	2121430	2122169	2122916	2123409	0	0	2126929	0	0	2123729	0	0	0
2	Exec_Auto	1	22129112	17	0	1	2	1	0	A	0	0	252	1473044	0	0	0	0	0	2128930	2129002	2129741	2130428	2130898	0	0	2134226	0	0	2131026	0	0	0
2	Exec_Auto	1	22129112	17	0	1	2	1	0	A	0	1	0	1473044	0	0	0	0	0	2136226	2136297	2137036	2137857	2138260	0	2138760	2139001	0	0	0	0	0	0
2	Exec_Auto	1	22129112	18	0	1	0	2	0	B	1	1	0	1473044	0	0	0	0	0	2141001	2141043	2142028	2142849	2143279	2143779	0	2144019	0	0	0	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2146020	2146075	2146842	2147571	2148124	0	0	2151633	0	0	2148433	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	252	1473044	0	0	0	0	0	2153634	2153668	2154435	2155676	2155962	0	0	2159402	0	0	2156202	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	B	1	0	252	1473044	0	0	0	0	0	2161402	2161478	2162245	2163455	2164722	0	0	2168361	0	0	2165161	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2170361	2170429	2171196	2172345	2172595	0	0	2175868	0	0	2172668	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	B	1	0	252	1473044	0	0	0	0	0	2177869	2177915	2178682	2180199	2180631	0	0	2183926	0	0	2180726	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	B	1	0	252	1473044	0	0	0	0	0	2185927	2186004	2186771	2188180	2188881	0	0	2192466	0	0	2189266	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2194467	2194532	2195299	2196309	2196831	0	0	2200403	0	0	2197203	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2202404	2202431	2203198	2203846	2204704	0	0	2207976	0	0	2204776	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2209976	2210035	2210802	2212492	2215350	0	0	2218839	0	0	2215639	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	255	1473044	0	0	0	0	0	2220839	2220910	0	0	0	0	0	2222482	0	0	0	0	0	2220982
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2224483	2224548	2225315	2225924	2226092	0	0	2229330	0	0	2226130	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	255	1473044	0	0	0	0	0	2231330	2231389	0	0	0	0	0	2232927	0	0	0	0	0	2231427
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	251	1473044	0	0	0	0	0	2234929	2234990	2235757	2240072	2240111	0	0	2243811	0	2240611	0	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	255	1473044	0	0	0	0	0	2245811	2245873	0	0	0	0	0	2247695	0	0	0	0	0	2246195
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	251	1473044	0	0	0	0	0	2249695	2249757	2250524	2251505	2252686	0	0	2256386	0	2253186	0	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2258387	2258447	2259214	2259926	2260093	0	0	2263497	0	0	2260297	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	254	1473044	0	0	0	0	0	2265498	2265557	2266324	0	0	0	0	2279524	0	0	0	0	2276324	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0		0	0	254	1473044	0	0	0	0	0	2281525	2281594	2282361	0	0	0	0	2295561	0	0	0	0	2292361	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2297562	2297616	2298383	2308085	2315611	0	0	2319012	0	0	2315812	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2321012	2321094	2321861	2322539	2323121	0	0	2326542	0	0	2323342	0	0	0
2	Exec_Auto	1	22129112	19	1	0	1	3	0	A	0	0	252	1473044	0	0	0	0	0	2328542	2328615	2329382	2330109	2330319	0	0	2333969	0	0	2330769	0	0	0
