Task	Typ of Try	FT/ST	Begin launch	Num Try	Num CibleA	Num CibleB	Pos CibleA	Pos CibleB	%RecA_>_B	Target Choice	Good Choice	Reward	Num error	 E0	E10	E20	E30	E100	E40	E15	E25	E35	E45	E55	E105	E115	E200	E250	E251	E252	E253	E254	E255
2	Exec_Auto	0	20748568	0	1	0	2	1	0	B	1	0	0	6870	0	0	0	0	0	6877	6982	8146	8600	8942	9442	0	9743	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	1	0	1	3	1	1	A	1	1	0	6870	0	0	0	0	0	11743	11794	12817	13221	13437	13937	0	14238	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	2	0	1	1	2	1	A	1	1	0	6870	0	0	0	0	0	16238	16299	16875	17343	17614	18114	0	18415	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	3	1	0	2	1	0	B	1	0	0	6870	0	0	0	0	0	20415	20486	21761	22195	22546	23046	0	23346	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	4	0	1	1	2	1	A	1	1	0	6870	0	0	0	0	0	25346	25413	26507	26914	27207	27707	0	28007	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	5	1	0	1	3	0	B	1	0	0	6870	0	0	0	0	0	30007	30062	30757	31114	32097	32597	0	32897	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	6	1	0	2	3	0	B	1	1	0	6870	0	0	0	0	0	34898	34972	35867	36324	36580	37080	0	37381	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	7	0	1	0	2	1	A	1	1	0	6870	0	0	0	0	0	39381	39447	40866	41267	41561	42061	0	42361	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	8	0	1	1	0	1	A	1	1	0	6870	0	0	0	0	0	44363	44443	45554	45976	46272	46772	0	47073	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	9	1	0	3	1	0	B	1	1	0	6870	0	0	0	0	0	49073	49144	49935	50373	50650	51150	0	51451	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	10	0	1	1	0	1	B	0	0	0	6870	0	0	0	0	0	53452	53525	54689	55228	55540	0	56040	56341	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	11	0	1	1	2	1	B	0	0	0	6870	0	0	0	0	0	58342	58418	59441	60070	60562	0	61062	61363	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	12	1	0	0	3	0	B	1	0	252	6870	0	0	0	0	0	63364	63411	63987	64424	64775	0	0	68433	0	0	65233	0	0	0	
2	Exec_Auto	1	20748568	12	1	0	0	3	0	A	0	1	0	6870	0	0	0	0	0	70434	70495	71071	71566	71900	0	72400	72700	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	13	0	1	2	1	1	A	1	0	0	6870	0	0	0	0	0	74700	74773	76048	76515	76853	77353	0	77653	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	14	1	0	2	0	0	B	1	1	0	6870	0	0	0	0	0	79653	79713	80806	81368	81760	82260	0	82561	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	15	1	0	3	0	0	B	1	0	0	6870	0	0	0	0	0	84561	84617	85312	85810	86058	86558	0	86859	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	16	0	1	0	2	1	A	1	0	0	6870	0	0	0	0	0	88859	88930	89825	90252	90584	91084	0	91384	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	17	0	1	2	0	1	A	1	1	0	6870	0	0	0	0	0	93384	93432	94851	95293	95674	96174	0	96474	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	18	0	1	1	0	1	A	1	1	0	6870	0	0	0	0	0	98475	98555	99666	100135	100457	100957	0	101259	0	0	0	0	0	0	
2	Exec_Auto	1	20748568	19	1	0	1	0	0	B	1	1	0	6870	0	0	0	0	0	103259	103320	104110	104579	104948	105448	0	105748	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	0	1	0	2	3	0	B	1	1	0	107750	0	0	0	0	0	107799	107894	109019	109423	109725	110225	0	110525	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	1	1	0	0	3	0	B	1	1	0	107750	0	0	0	0	0	112526	112571	113262	113667	113932	114432	0	114733	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	2	0	1	1	2	1	A	1	1	0	107750	0	0	0	0	0	116734	116782	117398	117823	118121	118621	0	118923	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	3	0	1	0	3	1	A	1	0	0	107750	0	0	0	0	0	120924	121021	121603	122033	122294	122794	0	123094	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	4	0	1	0	2	1	A	1	1	0	107750	0	0	0	0	0	125095	125170	125783	126243	126585	127085	0	127386	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	5	0	1	0	1	1	A	1	1	0	107750	0	0	0	0	0	129387	129459	130742	131193	131442	131942	0	132242	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	6	1	0	0	2	0	B	1	1	0	107750	0	0	0	0	0	134243	134303	135502	135902	136185	136685	0	136985	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	7	0	1	3	2	1	A	1	1	0	107750	0	0	0	0	0	138985	139063	140556	140899	141261	141761	0	142063	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	8	0	1	2	1	1	A	1	0	0	107750	0	0	0	0	0	144063	144131	145548	145973	146243	146743	0	147043	0	0	0	0	0	0	
2	Exec_Auto	0	20748568	9	1	0	1	3	0	B	1	1	0	107750	0	0	0	0	0	149044	149136	149912	150317	150728	151228	0	151529	0	0	0	0	0	0	
